ID,WESBROOK,TOTLGIVE,INDUPDT,GRADYR1,FACULTY1,DEPT1,MAJOR1,PARENT,CHILD,SPOUSE,SEX,MARITAL,EA,FACSTAFF,ATHLTCS,BIGBLOCK,OTHERACT,FRSTYEAR,MOV_DWEL,HH_1PER,HH_2PER,HH_3PER,HH_45PER,AVE_INC,DWEL_VAL,PROV,CNDN_PCT,ENG_PCT,OWN_PCT,SD_INC
87803,N,150,07/02/1997,1980,CO,CO,FINC,N,N,Y,M,M,59002551,N,N,N,N,1980,0,0.1076923077,0.3230769231,0.1692307692,0.3384615385,80344,422364,BC,0.8939393939,0.7878787879,0.9538461538,106222.1732
87891,N,1825,02/17/1997,1980,SC,SC,MATH,N,N,Y,F,M,59011051,N,N,N,N,1980,0,0.2054794521,0.4383561644,0.095890411,0.2602739726,51659,131589,BC,0.9836065574,0.9725274725,0.8611111111,60639.184856
87994,N,75,12/09/1996,1947,AR,SO,NA,N,N,N,F,NA,59005069,N,N,N,N,1947,NA,NA,NA,NA,NA,NA,NA,BC,NA,NA,NA,NA
88308,N,1325,10/31/1996,1980,CO,CO,NA,N,N,Y,F,M,59028066,N,N,N,N,1980,0,0.6428571429,0.3571428571,0,0,29205,299537,BC,1,0.962962963,0.0344827586,35727.652596
88343,Y,1000,03/12/1999,1988,GR,GR,PCTH,N,N,N,M,NA,10006653,N,N,N,N,1986,0,0.0752688172,0.247311828,0.2150537634,0.4193548387,88476,181571,NF,0.977124183,0.977124183,0.8494623656,112239.88429
88613,N,2348,10/30/1996,1935,AR,AR,NA,Y,N,Y,F,M,59030120,N,N,N,N,1935,0,0.1973684211,0.3421052632,0.1578947368,0.2631578947,72666,655331,BC,0.8888888889,0.8461538462,0.7012987013,102816.2244
88617,Y,4392,07/04/1996,1936,CO,CO,NA,N,N,Y,M,M,59031315,N,N,N,Y,1936,0,0.1232876712,0.3698630137,0.1232876712,0.301369863,117018,711015,BC,0.8634361233,0.7400881057,0.8904109589,185012.21679
88635,Y,15878,04/25/1995,1949,GR,AR,GEOG,N,N,N,M,W,59023265,N,N,N,N,1948,0,0.0579710145,0.3768115942,0.2028985507,0.3623188406,74888,474606,BC,0.6790697674,0.476635514,0.9714285714,131486.58922
88686,N,120,02/24/1997,1952,PH,PH,NA,N,N,N,M,NA,59026357,N,N,N,Y,1952,0,0.1506849315,0.3424657534,0.1506849315,0.2739726027,46049,204695,BC,0.8973214286,0.8258928571,0.5866666667,54202.40193
88952,N,210,10/31/1996,1980,CO,CO,UREC,Y,N,Y,M,NA,59016006,N,N,N,N,1980,0,0.1363636364,0.3181818182,0.1666666667,0.3484848485,73001,354646,BC,0.9030612245,0.9282051282,0.7121212121,93636.166624
89054,N,150,05/22/1997,1979,AP,AC,NA,N,N,N,M,NA,59028117,N,N,N,N,1979,0,0.298245614,0.298245614,0.1578947368,0.2105263158,64754,523141,BC,0.8984375,0.8984375,0.6545454545,103782.4702
89105,Y,11135,03/13/1997,1947,AR,AR,NA,N,N,N,F,NA,59001211,N,N,N,N,1947,0,0.2253521127,0.2957746479,0.1971830986,0.2535211268,63403,340503,BC,0.9462365591,0.8172043011,0.7042253521,102139.4662
89164,Y,18850,02/16/1993,1950,AG,AG,AGEC,N,N,N,M,NA,35015455,N,N,N,N,1950,0,0.5306122449,0.3469387755,0,0.0816326531,45484,251763,ON,0.75,0.8068181818,0.18,57428.933866
89168,Y,2090,03/24/1999,1932,AP,AP,NURS,N,N,N,F,NA,59002470,N,N,N,Y,1932,0,0.6052631579,0.3421052632,0.0526315789,0,54926,382304,BC,0.9115044248,0.9469026549,0.2727272727,83037.836195
89258,Y,8582,07/04/1997,NA,NA,NA,NA,N,N,Y,M,NA,59028155,Y,N,N,N,NA,0,0.1785714286,0.3035714286,0.1607142857,0.3035714286,118122,727754,BC,0.8727272727,0.8536585366,0.8035714286,262627.58233
89261,Y,6060,01/14/1998,1948,LA,LA,NA,N,N,Y,M,M,59002609,N,N,N,Y,1948,0,0.1129032258,0.3387096774,0.1935483871,0.3225806452,113629,657676,BC,0.9621621622,0.9619565217,0.9516129032,164359.6354
89387,Y,6190,10/31/1996,1951,AP,AC,NA,N,Y,Y,M,M,59002518,N,Y,N,N,1951,0,0.1081081081,0.3513513514,0.1486486486,0.3918918919,95142,380806,BC,0.8959276018,0.9049773756,0.8266666667,128126.89323
89449,Y,1000,10/31/1996,1960,AR,AR,NA,N,N,Y,F,M,59030052,N,N,N,N,1960,0,0.1690140845,0.2816901408,0.1126760563,0.323943662,147196,1153369,BC,0.775,0.6736401674,0.7857142857,529293.8359
89505,N,535,08/12/1993,NA,NA,NA,NA,N,N,Y,F,M,59030019,N,N,N,Y,NA,0,0.2083333333,0.4027777778,0.0972222222,0.1805555556,86073,652392,BC,0.7450980392,0.4334975369,0.8472222222,186226.53141
89762,N,215,02/11/1993,1980,ED,ED,SPED,N,N,N,F,NA,59002609,N,N,N,N,1980,0,0.1129032258,0.3387096774,0.1935483871,0.3225806452,113629,657676,BC,0.9621621622,0.9619565217,0.9516129032,164359.6354
89767,Y,1180,03/09/1995,NA,NA,NA,NA,Y,N,Y,F,M,59028166,Y,N,N,Y,NA,0,0.2985074627,0.4626865672,0.1940298507,0.0447761194,92884,822256,BC,0.9323308271,0.984962406,0.5820895522,192108.34277
89783,N,670,10/30/1996,1947,AR,SO,NA,N,N,N,F,NA,59030114,N,N,N,N,1945,0,0.3235294118,0.3676470588,0.1176470588,0.1911764706,88980,958727,BC,0.8562874251,0.7797619048,0.328358209,216103.58261
89871,N,600,02/17/1997,1950,AR,AR,GEOG,N,N,Y,M,NA,59024718,N,N,N,N,1950,0,0.1294117647,0.4588235294,0.1647058824,0.2235294118,60154,309426,BC,0.9732142857,0.9955357143,0.8571428571,63598.904275
89917,N,185,03/13/1997,1982,GR,CO,TRUT,N,N,N,M,NA,59002519,N,N,N,Y,1980,0,0.1111111111,0.3611111111,0.1527777778,0.3194444444,89190,412314,BC,0.9266055046,0.9082568807,0.904109589,219745.40145
90049,Y,3509,03/17/1997,NA,NA,NA,NA,N,N,N,M,M,59030068,Y,Y,N,Y,NA,0,0.1351351351,0.2297297297,0.2162162162,0.3243243243,93854,603622,BC,0.8257261411,0.7800829876,0.7466666667,149766.7003
90167,N,800,10/17/1994,1984,GR,CO,NA,N,N,N,F,NA,59028205,N,Y,N,N,1980,0,0.2542372881,0.4576271186,0.1694915254,0.0847457627,52110,430397,BC,0.8796992481,0.8646616541,0.2372881356,71914.086624
90837,N,240,01/20/1995,1946,AR,AR,NA,N,N,Y,F,M,35059257,N,N,N,N,1946,0,0.0985915493,0.4084507042,0.1830985915,0.3098591549,88853,199271,ON,0.9805825243,0.8048780488,0.9305555556,103804.92647
91157,N,50,03/09/1999,1954,AR,AR,NA,N,N,N,M,NA,59002561,N,N,N,N,1954,0,0.0571428571,0.3,0.2,0.3571428571,100683,611402,BC,0.756302521,0.6050420168,0.7857142857,184551.94086
91170,N,300,12/23/1996,1981,FR,FR,FORM,N,N,Y,M,NA,59021514,N,N,N,N,1981,0,0.1216216216,0.4189189189,0.2297297297,0.2297297297,55088,133950,BC,0.9948453608,0.9793814433,0.6486486486,66402.299471
91383,N,50,07/08/1996,1996,ED,ED,EDCI,N,N,N,F,NA,59031154,N,N,N,N,1978,0,0.3493975904,0.3614457831,0.1084337349,0.1445783133,42426,312178,BC,0.7857142857,0.5604395604,0.3048780488,76518.917988
91450,N,120,06/28/1995,1983,GR,CO,NA,N,N,N,F,NA,59014460,N,N,N,N,1980,0,0.1641791045,0.2835820896,0.2388059701,0.2388059701,63350,345994,BC,0.8939393939,0.7373737374,0.6865671642,91937.630653
91482,Y,5882,03/30/1992,1942,AR,AR,NA,N,N,Y,F,M,59002464,N,N,N,N,1942,0,0.4418604651,0.2790697674,0.0697674419,0.1627906977,74960,616668,BC,0.9381443299,0.9897959184,0.7045454545,185048.98465
91649,N,150,11/04/1993,1978,GR,AR,NA,N,N,N,F,NA,48008370,N,N,N,N,1978,0,0.1594202899,0.3768115942,0.1449275362,0.3188405797,88464,180981,AB,0.9946236559,0.9946524064,0.9558823529,121215.0701
91725,N,205,02/17/1997,1982,CO,CO,NA,N,Y,Y,F,M,59021508,N,N,N,N,1982,0,0.1538461538,0.2115384615,0.1923076923,0.4038461538,66226,149023,BC,0.987654321,0.950617284,0.8653846154,70943.100158
91744,N,600,11/18/1996,1955,GR,AR,GEOG,N,N,Y,M,NA,59017413,N,N,N,N,1945,0,0.4285714286,0.5142857143,0.0571428571,0,42596,162348,BC,0.9833333333,0.9666666667,0.9189189189,41552.492404
91785,N,1150,04/10/1997,1949,AG,AG,NA,N,N,Y,M,NA,59017615,N,N,N,N,1948,0,0.0666666667,0.4133333333,0.16,0.32,57578,168648,BC,0.9910313901,0.9461883408,0.92,58285.830182
91814,N,310,11/26/1996,1982,SC,SC,GEOL,N,N,N,F,NA,59028608,N,N,N,N,1982,0,0.5102040816,0.4489795918,0.0408163265,0,47774,136761,BC,0.8831168831,0.8831168831,0.387755102,72799.665143
91844,N,305,05/14/1993,1980,AP,NU,NA,N,N,N,F,NA,59016220,N,N,N,N,1980,0,0.0563380282,0.1830985915,0.2535211268,0.4366197183,79406,377314,BC,0.8744939271,0.8902439024,0.9285714286,87876.49333
91948,Y,2359,02/26/1996,NA,NA,NA,NA,N,N,Y,F,M,59030170,Y,N,N,N,NA,0,0.1176470588,0.2647058824,0.1029411765,0.3970588235,95805,823287,BC,0.8262711864,0.7711864407,0.8529411765,157063.22905
91949,Y,2894,09/10/1996,NA,NA,NA,NA,N,N,N,M,NA,59028303,Y,N,N,N,NA,0,0.4225352113,0.4647887324,0.0422535211,0.0704225352,47664,399531,BC,0.816,0.752,0.6197183099,71748.217539
91951,Y,21965,01/31/1997,NA,NA,NA,NA,N,N,Y,M,NA,59030170,Y,N,N,N,NA,0,0.1176470588,0.2647058824,0.1029411765,0.3970588235,95805,823287,BC,0.8262711864,0.7711864407,0.8529411765,157063.22905
92012,N,75,03/24/1999,1944,AP,NU,NA,N,N,N,F,NA,59026054,N,N,N,N,1944,0.48,0.2638888889,0.3888888889,0.0694444444,0.2222222222,38259,156687,BC,0.7842105263,0.5315789474,0.7534246575,54926.797877
92086,N,25,02/27/1996,1986,SC,SC,MICB,N,N,N,M,NA,59016263,N,N,N,N,1986,0,0.05,0.2833333333,0.25,0.4166666667,99599,418191,BC,1,0.9479166667,0.7666666667,128033.1957
92165,N,340,10/31/1996,1979,ME,RH,NA,N,N,N,F,NA,59002424,N,N,N,N,1979,0,0.2777777778,0.2222222222,0.2222222222,0.2777777778,NA,286490,BC,0.8043478261,0.8043478261,0.7777777778,NA
92176,N,230,11/05/1997,1986,AR,AR,INTR,N,N,N,M,NA,59016152,N,Y,N,N,1986,0,0.5217391304,0.3043478261,0.0869565217,0.0869565217,41661,219712,BC,0.9224806202,0.8527131783,0.7285714286,58650.479538
92210,Y,10218,10/31/1996,NA,NA,NA,NA,N,N,N,M,NA,59030066,N,N,N,N,NA,0,0.1375,0.25,0.1625,0.45,89068,618448,BC,0.8709677419,0.8991935484,0.8101265823,142202.81247
92365,Y,14652,02/17/1997,1938,CO,CO,NA,N,N,N,M,NA,59024716,N,N,N,N,1938,0,0.0925925926,0.537037037,0.1481481481,0.2222222222,85904,347794,BC,0.9264705882,0.9779411765,0.9245283019,137946.72573
92401,Y,5190,10/31/1996,NA,NA,NA,NA,Y,N,Y,M,M,59030155,Y,N,N,N,NA,0,0.1428571429,0.2857142857,0.1632653061,0.3469387755,64226,540627,BC,0.875862069,0.724137931,0.8333333333,107235.16289
92403,Y,1345,04/07/1997,NA,NA,NA,NA,N,N,N,M,NA,59028502,Y,N,N,N,NA,0,0.5970149254,0.4029850746,0,0,98552,309358,BC,0.8556701031,0.9072164948,0.7313432836,614852.85428
92404,Y,5350,07/31/1997,NA,NA,NA,NA,Y,N,Y,M,M,59030152,Y,N,N,N,NA,0,0.2105263158,0.2894736842,0.1842105263,0.2763157895,72149,501765,BC,0.8862559242,0.8490566038,0.7236842105,105206.89816
92412,Y,23676,11/17/1995,NA,NA,NA,NA,N,N,Y,M,M,59030114,Y,N,N,N,NA,0,0.3235294118,0.3676470588,0.1176470588,0.1911764706,88980,958727,BC,0.8562874251,0.7797619048,0.328358209,216103.58261
92415,Y,11037,02/26/1996,NA,NA,NA,NA,N,N,Y,M,M,59031317,Y,Y,N,N,NA,0,0.09375,0.265625,0.234375,0.375,120815,659350,BC,0.8578680203,0.8324873096,0.875,233141.39161
92535,N,435,11/02/1994,1955,ED,PE,NA,N,N,Y,F,M,59002460,N,N,N,N,1955,0,0.2372881356,0.406779661,0.1694915254,0.186440678,68064,472810,BC,0.897810219,0.9197080292,0.6724137931,138177.41268
92579,N,2800,02/17/1997,1950,GR,AR,ZOOL,N,N,Y,M,NA,59032002,N,N,N,N,1948,0,0.3378378378,0.4189189189,0.0945945946,0.1216216216,74938,379896,BC,0.908496732,0.9220779221,0.6849315068,121144.6349
92643,Y,1225,11/05/1997,1983,AR,AR,HIST,N,N,N,F,NA,59024666,N,N,N,N,1983,0,0.1756756757,0.527027027,0.1216216216,0.1486486486,63401,282769,BC,0.9714285714,0.9885714286,0.7972972973,78134.130059
92911,N,30,01/14/1998,1979,AR,AR,ENGL,N,N,N,F,NA,59030310,N,N,N,N,1979,0,0.1830985915,0.2676056338,0.1549295775,0.2676056338,46573,282397,BC,0.7938596491,0.5394736842,0.5972222222,70542.365143
92936,Y,83,04/02/1992,1986,AR,AR,ENGL,N,N,N,M,NA,59028154,N,N,N,N,1979,0,0.2533333333,0.2666666667,0.1466666667,0.28,75085,569256,BC,0.7836538462,0.8028846154,0.7866666667,107320.36852
92990,Y,6095,07/03/1996,NA,NA,NA,NA,N,N,Y,M,NA,59028119,Y,Y,N,N,NA,0,0.1714285714,0.2714285714,0.1857142857,0.3428571429,74644,549149,BC,0.7914691943,0.719047619,0.676056338,108489.35593
93130,Y,18865,02/16/1993,1951,AR,AR,NA,N,N,Y,F,M,35059214,N,N,N,N,1951,0,0.1666666667,0.4102564103,0.1923076923,0.2051282051,93367,215386,ON,0.9405940594,0.896039604,0.8974358974,135819.44758
93143,Y,19940,02/16/1993,1955,GR,AR,ZOOL,N,N,Y,M,M,35059214,N,N,N,N,1951,0,0.1666666667,0.4102564103,0.1923076923,0.2051282051,93367,215386,ON,0.9405940594,0.896039604,0.8974358974,135819.44758
93162,Y,1312,10/31/1996,1948,LA,LA,NA,N,N,N,M,NA,59002552,N,N,N,N,1948,0,0.1940298507,0.4029850746,0.1492537313,0.2537313433,89316,380673,BC,0.9171597633,0.9112426036,0.7352941176,159455.78146
93247,Y,1676,05/01/1997,1981,ED,PE,NA,N,N,N,M,NA,59027203,N,Y,N,N,1981,0,0.4931506849,0.2054794521,0.095890411,0.1780821918,47208,310859,BC,0.9430379747,0.9873417722,0.4246575342,94326.509397
93444,Y,5085,10/31/1996,1943,AP,AP,MECH,N,N,Y,M,NA,59001215,N,N,N,N,1943,0,0.2837837838,0.2297297297,0.1621621622,0.2837837838,42417,381423,BC,0.8634146341,0.5343137255,0.5479452055,50993.003147
93552,Y,4665,12/05/1996,1948,AR,AR,NA,N,N,Y,F,NA,59023164,N,N,N,N,1948,0,0.1621621622,0.2972972973,0.1891891892,0.2837837838,62898,347328,BC,0.7860465116,0.711627907,0.8082191781,80068.942575
93562,Y,11324,12/05/1996,1949,AR,AR,ZOOL,N,N,Y,M,M,59023164,N,N,N,N,1949,0,0.1621621622,0.2972972973,0.1891891892,0.2837837838,62898,347328,BC,0.7860465116,0.711627907,0.8082191781,80068.942575
93588,Y,23340,02/17/1997,1942,AR,AR,NA,N,N,Y,M,NA,59031306,N,N,N,Y,1942,0,0.4411764706,0.3088235294,0.1176470588,0.1029411765,61189,512489,BC,0.8541666667,0.7793103448,0.4142857143,94327.182721
93775,Y,2730,06/07/1994,1937,AR,AR,NA,Y,N,N,F,W,59028163,N,N,N,N,1937,0,0.5569620253,0.2784810127,0.0886075949,0.0506329114,48898,443777,BC,0.8571428571,0.8843537415,0.3875,82531.032982
93803,N,30,02/17/1997,1986,AR,AR,ENGL,N,N,N,M,NA,59017466,N,N,N,N,1986,0,0.4788732394,0.4084507042,0.0563380282,0.0563380282,28725,138649,BC,0.968,0.8650793651,0.676056338,35063.926691
93940,N,2695,10/31/1996,1951,AP,AP,CIVL,N,N,Y,M,NA,59030164,N,N,N,N,1951,0,0.1147540984,0.2295081967,0.1147540984,0.4590163934,62292,711484,BC,0.7407407407,0.4976744186,0.7580645161,124834.45326
94034,N,885,10/30/1996,1945,AP,AP,ELEC,Y,N,Y,M,M,59018075,N,N,N,N,1945,0,0.1643835616,0.3698630137,0.1506849315,0.2739726027,67868,157073,BC,0.9567307692,0.9519230769,0.8219178082,207665.20633
94038,Y,1100,02/06/1995,1954,LA,LA,NA,N,N,N,M,NA,59016218,N,N,N,Y,1954,0,0.1095890411,0.3561643836,0.2328767123,0.2739726027,72539,320542,BC,0.9212962963,0.962962963,0.9459459459,76229.827036
94065,Y,1500,10/31/1996,NA,NA,NA,NA,N,N,N,M,NA,59028262,Y,N,N,N,NA,0,0.5428571429,0.3714285714,0.0571428571,0.0285714286,52806,754788,BC,0.8971962617,0.9166666667,0.1884057971,113581.08392
94245,Y,2615,11/27/1987,1949,AR,AR,NA,N,Y,N,F,NA,59032416,N,N,N,Y,1949,0,0.1285714286,0.3857142857,0.1714285714,0.3142857143,83818,343074,BC,0.9797979798,0.9646464646,0.9718309859,89893.318717
94327,Y,4375,09/24/1997,NA,NA,NA,NA,Y,N,N,F,W,59028160,N,N,N,N,NA,0,0.0869565217,0.3188405797,0.1449275362,0.3913043478,152304,1148184,BC,0.8596491228,0.850877193,0.8571428571,317544.10642
94415,Y,24486,08/25/1995,NA,NA,NA,NA,N,N,Y,M,M,59030052,N,N,N,N,NA,0,0.1690140845,0.2816901408,0.1126760563,0.323943662,147196,1153369,BC,0.775,0.6736401674,0.7857142857,529293.8359
94512,Y,1908,03/28/1994,NA,NA,NA,NA,N,N,N,M,M,59030202,N,N,N,N,NA,0,0.1754385965,0.2456140351,0.0877192982,0.4035087719,118694,1117838,BC,0.8704663212,0.725388601,0.7457627119,465818.47226
94515,N,1715,09/03/1997,NA,NA,NA,NA,N,N,Y,M,NA,59030216,N,N,N,Y,NA,0,0.3378378378,0.3378378378,0.2027027027,0.1216216216,51762,317993,BC,0.91875,0.83125,0.2533333333,78059.979343
94521,Y,3205,04/11/1997,NA,NA,NA,NA,N,N,Y,M,M,59027101,N,N,N,N,NA,0,0.0649350649,0.3246753247,0.2467532468,0.3246753247,77123,617429,BC,0.9545454545,0.9090909091,0.9220779221,111331.91932
94662,Y,3247,07/25/1994,NA,NA,NA,NA,N,N,N,M,NA,59030204,Y,N,N,N,NA,0,0.0491803279,0.1967213115,0.262295082,0.4098360656,121716,833921,BC,0.7289719626,0.5492957746,0.8032786885,393486.99865
94676,Y,305,10/30/1996,NA,NA,NA,NA,N,N,Y,M,M,59028151,N,N,N,N,NA,0,0.3076923077,0.2692307692,0.1153846154,0.2692307692,120980,628365,BC,0.8992805755,0.9130434783,0.8846153846,263619.70385
94714,Y,3850,08/28/1996,1954,LA,LA,NA,N,N,N,M,NA,59031317,N,N,N,N,1954,0,0.09375,0.265625,0.234375,0.375,120815,659350,BC,0.8578680203,0.8324873096,0.875,233141.39161
94718,Y,6506,11/06/1997,NA,NA,NA,NA,N,N,Y,M,M,59030116,N,N,N,N,NA,0,0.3518518519,0.4814814815,0.1296296296,0.037037037,57170,330502,BC,0.8673469388,0.8865979381,0.7037037037,85480.08695
94763,Y,8636,10/30/1996,NA,NA,NA,NA,N,N,N,M,NA,59028154,Y,N,N,N,NA,0,0.2533333333,0.2666666667,0.1466666667,0.28,75085,569256,BC,0.7836538462,0.8028846154,0.7866666667,107320.36852
94775,Y,11023,02/02/1995,NA,NA,NA,NA,N,N,N,M,NA,59028403,N,N,N,N,NA,0,0.6712328767,0.301369863,0.0273972603,0,33924,140558,BC,0.8775510204,0.9285714286,0.3888888889,53169.140345
94852,Y,15550,01/21/1997,NA,NA,NA,NA,N,N,N,M,NA,59028120,N,N,N,N,NA,0,0.2368421053,0.3289473684,0.1447368421,0.25,67484,606410,BC,0.9310344828,0.8965517241,0.4545454545,108260.8256
94857,Y,21949,08/28/1996,NA,NA,NA,NA,Y,N,Y,M,M,59030053,Y,N,N,N,NA,0,0.0303030303,0.196969697,0.1818181818,0.5,181812,1074646,BC,0.8458498024,0.7283464567,0.9117647059,408204.65762
94913,Y,8300,10/31/1996,NA,NA,NA,NA,N,N,N,F,M,59030168,N,N,N,N,NA,0,0.5352112676,0.3661971831,0.0704225352,0.0281690141,83098,348550,BC,0.9035087719,0.8859649123,0.8571428571,243921.3299
94995,N,210,05/09/1996,1948,AR,AR,NA,N,N,Y,F,M,59005151,N,N,N,N,1948,0,0,0.2191780822,0.2465753425,0.5068493151,84648,295411,BC,0.9323308271,0.9018867925,0.9473684211,82068.008383
95066,Y,5393,05/01/1995,NA,NA,NA,NA,N,N,Y,M,M,59030114,N,N,N,N,NA,0,0.3235294118,0.3676470588,0.1176470588,0.1911764706,88980,958727,BC,0.8562874251,0.7797619048,0.328358209,216103.58261
95076,Y,5654,04/15/1996,NA,NA,NA,NA,N,N,Y,M,M,59028161,N,N,N,N,NA,0,0.1756756757,0.3378378378,0.1891891892,0.2702702703,121662,790594,BC,0.9323671498,0.9323671498,0.6891891892,230555.31336
95232,Y,4500,01/14/1998,1948,AP,AP,GEOE,N,N,Y,M,M,35015113,N,N,N,N,1948,0,0.2763157895,0.2894736842,0.1447368421,0.2631578947,121220,345455,ON,0.9642857143,0.9897959184,0.7866666667,250882.48644
95249,Y,2375,12/15/1993,NA,NA,NA,NA,N,N,N,M,NA,59031161,Y,N,N,N,NA,0,0.1780821918,0.2876712329,0.1232876712,0.3561643836,105489,832062,BC,0.8878923767,0.7713004484,0.88,203741.18798
95345,Y,6360,08/14/1997,NA,NA,NA,NA,N,N,Y,M,M,59016012,Y,N,N,N,NA,0,0.0740740741,0.3456790123,0.2098765432,0.3333333333,83093,386622,BC,0.9288537549,0.9486166008,0.9512195122,98184.76669
95390,Y,1235,04/25/1995,NA,NA,NA,NA,N,N,Y,M,M,59005111,N,N,N,N,NA,0,0.1568627451,0.431372549,0.1764705882,0.2352941176,65690,271294,BC,0.9692307692,0.9615384615,0.862745098,87120.757228
95399,Y,3738,10/31/1996,1980,GR,GR,PHAR,N,N,Y,F,M,59030015,Y,N,N,N,1935,0,0.2083333333,0.2638888889,0.1944444444,0.2638888889,55807,300405,BC,0.9052132701,0.6476190476,0.7945205479,81827.323798
95434,Y,8288,09/05/1996,NA,NA,NA,NA,N,N,Y,M,M,59031157,N,N,N,N,NA,0,0.1594202899,0.2753623188,0.1449275362,0.347826087,91289,738773,BC,0.7885462555,0.7885462555,0.9285714286,168842.28958
95453,Y,12698,05/22/1997,1947,AG,AG,NA,N,N,Y,F,NA,35059455,N,N,N,N,1947,0,0.5606060606,0.3787878788,0.0606060606,0,36889,0,ON,0.9411764706,0.7821782178,0,49912.295229
95548,Y,10842,03/02/1994,1979,GR,LA,NA,N,N,N,M,NA,59031158,N,N,N,N,1979,0,0.0869565217,0.231884058,0.1304347826,0.4347826087,95270,854839,BC,0.78,0.608,0.9,154511.74179
95583,Y,8727,01/16/1996,NA,NA,NA,NA,N,N,N,F,NA,59028160,Y,N,N,N,NA,0,0.0869565217,0.3188405797,0.1449275362,0.3913043478,152304,1148184,BC,0.8596491228,0.850877193,0.8571428571,317544.10642
95753,Y,2750,03/24/1999,1981,LA,LA,NA,N,N,N,M,NA,48003304,N,N,N,N,1978,0,0.6326530612,0.193877551,0.112244898,0.0612244898,16320,111278,AB,0.6363636364,0.3028571429,0.0309278351,33862.362292
95812,Y,10000,03/09/1999,1948,AR,AR,ENGL,N,N,Y,M,M,59016022,N,N,N,N,1948,0,0.1481481481,0.3333333333,0.2222222222,0.2962962963,83781,459565,BC,0.9480519481,0.8831168831,0.7857142857,98526.392708
95870,Y,11425,10/30/1996,1953,AR,AR,NA,Y,Y,Y,F,M,59028160,N,Y,N,N,1953,0,0.0869565217,0.3188405797,0.1449275362,0.3913043478,152304,1148184,BC,0.8596491228,0.850877193,0.8571428571,317544.10642
95901,Y,16015,09/18/1997,1980,SC,SC,CPSC,N,N,Y,M,M,59028160,N,Y,N,N,1980,0,0.0869565217,0.3188405797,0.1449275362,0.3913043478,152304,1148184,BC,0.8596491228,0.850877193,0.8571428571,317544.10642
96245,N,30,05/11/1994,1984,GR,ED,EADM,N,N,Y,M,M,59023017,N,N,N,N,1984,0,0.0789473684,0.1973684211,0.2105263158,0.4210526316,68250,334729,BC,0.8441064639,0.6615969582,0.8243243243,66689.076542
96270,Y,4507,12/16/1993,NA,NA,NA,NA,Y,N,N,M,NA,59028154,N,N,N,N,NA,0,0.2533333333,0.2666666667,0.1466666667,0.28,75085,569256,BC,0.7836538462,0.8028846154,0.7866666667,107320.36852
96287,N,200,06/11/1996,1989,GR,AP,NA,N,N,N,F,NA,59001062,N,N,N,N,1979,0,0.0833333333,0.2777777778,0.1388888889,0.4027777778,72219,473212,BC,0.8804780876,0.7450199203,0.9014084507,121621.19881
96302,Y,2265,10/11/1994,NA,NA,NA,NA,N,N,Y,M,M,59030119,N,N,N,N,NA,0,0.2266666667,0.2533333333,0.1866666667,0.2933333333,73564,555029,BC,0.8181818182,0.7990430622,0.6621621622,115259.98438
96306,Y,11170,08/21/1997,1989,CO,CO,FINC,N,N,Y,M,NA,48003252,N,Y,N,N,1989,0,0.3289473684,0.3684210526,0.1578947368,0.1447368421,57344,158320,AB,0.9696969697,0.9695121951,0.5454545455,83175.186113
96355,Y,15553,07/21/1997,1984,PO,PO,NA,Y,N,Y,M,M,59030114,N,N,N,N,1984,0,0.3235294118,0.3676470588,0.1176470588,0.1911764706,88980,958727,BC,0.8562874251,0.7797619048,0.328358209,216103.58261
96359,Y,5684,09/09/1996,NA,NA,NA,NA,Y,N,Y,M,M,59030121,Y,N,N,N,NA,0,0.2545454545,0.4363636364,0.1090909091,0.1636363636,79113,451255,BC,0.6891891892,0.7651006711,0.6226415094,162032.76419
96403,Y,13391,07/23/1997,NA,NA,NA,NA,N,N,Y,M,M,59030069,N,N,N,N,NA,0,0.1733333333,0.28,0.1333333333,0.36,117534,700592,BC,0.8818565401,0.7923728814,0.7945205479,235191.04092
96426,N,150,07/17/1996,1987,CO,CO,TRUT,N,Y,N,M,NA,59031156,N,N,N,N,1987,0,0.0933333333,0.28,0.12,0.4266666667,119073,900780,BC,0.7689243028,0.6932270916,0.9324324324,266480.61914
96429,Y,8325,12/02/1996,NA,NA,NA,NA,N,N,Y,M,M,59031315,N,N,N,N,NA,0,0.1232876712,0.3698630137,0.1232876712,0.301369863,117018,711015,BC,0.8634361233,0.7400881057,0.8904109589,185012.21679
96473,Y,11671,10/31/1996,1949,ED,PE,NA,N,N,Y,M,NA,59028063,N,Y,N,Y,1949,0,0.6231884058,0.3768115942,0,0,33786,321940,BC,0.9473684211,0.9368421053,0.0735294118,44206.537978
96601,N,754,03/24/1999,1946,AR,AR,ECON,N,N,N,M,NA,59027007,N,N,N,Y,1946,0,0.3116883117,0.4545454545,0.1558441558,0.0779220779,46994,241804,BC,0.9736842105,0.9539473684,0.8552631579,60120.021291
96814,Y,4325,12/20/1995,1991,GR,SC,POUL,N,N,N,F,NA,59016269,Y,N,N,N,1983,0,0.1219512195,0.3292682927,0.2073170732,0.3414634146,68794,372262,BC,0.8947368421,0.8427419355,0.7857142857,86525.252268
